Date,axis,hcl,hdfc,icici,indus,infy,kotak,sbi,techm,wipro,yes,tcs
2014-04-02,293.429993,712.849976,731.900024,226.009003,508.200012,830.513000,384.774994,193.490005,457.950012,282.950012,84.129997,2151.350098
2014-04-03,286.970001,712.150024,728.799988,224.317993,495.649994,834.536987,379.899994,189.619995,452.837006,280.475006,82.419998,2240.649902
2014-04-04,285.630005,698.950012,725.450012,223.718002,500.850006,829.013000,377.549988,190.279999,453.274994,276.700012,84.629997,2138.850098
2014-04-07,284.410004,703.224976,725.349976,219.845001,497.850006,823.349976,384.725006,192.240005,448.250000,278.450012,85.779999,2410.5
2014-04-09,296.790009,690.125000,741.849976,229.054993,516.849976,813.638000,392.274994,198.500000,434.437988,277.225006,89.459999,2584.75
2014-04-15,289.040009,712.400024,723.950012,221.718002,483.250000,814.950012,395.424988,196.404999,441.049988,294.274994,83.959999,2252.75
2014-04-16,286.390015,706.250000,725.950012,222.281998,487.149994,789.325012,392.125000,195.940002,437.649994,286.049988,81.510002,2196.300049
2014-04-17,292.929993,712.375000,718.700012,229.608994,498.950012,798.013000,400.399994,201.729996,442.950012,292.924988,83.419998,2222.899902
2014-04-21,300.760010,719.849976,716.450012,233.091003,506.399994,795.737000,400.674988,207.210007,443.500000,273.100006,87.279999,2221.75
2014-04-22,300.019989,726.325012,727.549988,234.526993,497.899994,787.661987,400.649994,204.854996,443.424988,265.274994,86.870003,2221.050049
2014-04-23,303.959991,719.224976,733.000000,236.281998,497.399994,793.161987,411.200012,206.520004,441.250000,262.350006,88.269997,2213.75
2014-04-24,303.959991,719.224976,733.000000,236.281998,497.399994,793.161987,411.200012,206.520004,441.250000,262.350006,88.269997,2213.75
2014-04-25,306.540009,724.700012,726.400024,231.000000,495.350006,793.900024,404.250000,208.524994,451.187988,259.625000,93.680000,2205.25
2014-04-28,305.910004,709.799988,725.200012,231.908997,493.850006,794.513000,411.975006,210.619995,456.312012,264.799988,92.650002,2191.350098
2014-04-29,305.679993,707.224976,715.799988,229.600006,485.299988,794.437988,403.500000,206.580002,461.575012,262.399994,89.870003,2194.25
2014-04-30,303.440002,701.450012,721.299988,226.072998,478.350006,795.200012,401.299988,207.860001,458.037994,261.174988,88.150002,2189.199951
2014-05-02,306.029999,712.375000,717.099976,227.709000,476.549988,804.924988,401.350006,204.820007,459.399994,264.250000,88.800003,2194.399902
2014-05-05,310.309998,690.900024,716.700012,227.718002,480.350006,794.224976,403.799988,204.455002,455.000000,260.375000,87.699997,2213.699951
2014-05-06,307.390015,691.275024,720.200012,231.927002,490.500000,791.286987,403.475006,205.220001,450.350006,257.424988,89.169998,2104.149902
2014-05-08,310.750000,669.900024,718.299988,234.363998,490.700012,766.325012,406.000000,209.175003,436.325012,255.475006,88.639999,2523.699951
2014-05-09,325.799988,685.349976,756.799988,250.654999,513.500000,777.862000,425.375000,217.324997,444.112000,256.975006,96.910004,2598.600098
2014-05-12,329.309998,697.200012,792.150024,254.309006,521.299988,793.775024,425.350006,224.270004,448.600006,255.975006,98.760002,2578.949951
2014-05-13,329.750000,716.450012,788.150024,254.690994,534.250000,816.312012,430.524994,227.610001,455.638000,264.600006,103.839996,2210.949951
2014-05-14,327.299988,705.700012,775.450012,256.255005,537.049988,813.525024,429.725006,228.255005,459.399994,262.274994,104.459999,2216.100098
2014-05-15,332.809998,702.900024,788.349976,253.654999,534.349976,818.112000,434.950012,227.925003,457.562012,258.250000,104.750000,2193.149902
2014-05-16,351.000000,682.575012,804.700012,266.417999,561.950012,794.388000,452.825012,241.720001,455.638000,251.399994,109.110001,2160.75
2014-05-19,371.920013,653.599976,811.900024,266.981995,560.250000,753.763000,458.500000,256.809998,434.687988,241.024994,113.150002,2036.699951
2014-05-20,371.390015,654.250000,816.049988,263.618011,556.000000,780.549988,451.524994,252.664993,442.763000,247.324997,109.260002,2068.199951
2014-05-21,363.029999,668.025024,809.500000,261.917999,560.049988,789.275024,448.325012,245.929993,436.625000,246.550003,106.980003,2082.850098
2014-05-22,368.329987,661.924988,802.599976,263.908997,567.500000,778.474976,446.674988,251.164993,436.962006,241.750000,111.570000,2111.949951
2014-05-23,372.899994,670.525024,789.650024,265.600006,560.849976,767.388000,439.174988,275.350006,446.587006,245.000000,112.669998,2127.899902
2014-05-26,374.589996,693.099976,797.150024,264.463989,550.049988,773.713013,430.575012,270.190002,451.350006,253.000000,110.290001,2154
2014-05-27,369.809998,691.750000,804.900024,263.109009,555.400024,783.513000,435.299988,262.934998,463.612000,254.100006,109.459999,2131.449951
2014-05-28,371.980011,720.224976,823.450012,264.764008,554.299988,793.325012,429.475006,261.019989,471.712006,257.125000,112.480003,2150.550049
2014-05-29,373.140015,699.875000,810.250000,261.264008,542.750000,731.125000,430.174988,260.144989,469.437988,249.899994,109.629997,2159.949951
2014-05-30,367.230011,709.275024,792.750000,257.826996,533.950012,734.849976,434.325012,254.225006,480.750000,253.100006,113.879997,2141.350098
2014-06-02,380.170013,691.400024,819.400024,266.217987,552.400024,748.286987,443.299988,264.470001,473.975006,249.550003,115.129997,2175.25
2014-06-03,379.929993,674.150024,824.349976,265.154999,541.500000,754.299988,436.600006,264.519989,475.299988,247.100006,116.089996,2240.75
2014-06-05,389.269989,666.450012,805.450012,266.027008,533.000000,760.286987,434.350006,269.790009,476.100006,250.475006,114.860001,2198.899902
2014-06-06,394.720001,663.849976,815.250000,270.235992,545.299988,750.763000,451.375000,273.980011,477.537994,254.574997,115.989998,2084.25
2014-06-13,363.600006,719.474976,835.400024,259.700012,536.650024,796.750000,458.475006,260.790009,505.337006,265.200012,105.599998,2213.550049
2014-06-16,354.619995,711.224976,839.000000,257.082001,534.450012,811.036987,465.225006,258.065002,505.662994,268.049988,107.440002,2269.75
2014-06-17,367.920013,727.224976,846.549988,263.545013,552.349976,811.713013,468.625000,265.329987,506.763000,268.049988,110.709999,2279.850098
2014-06-18,369.700012,718.424988,834.849976,258.454987,542.049988,810.125000,480.125000,264.154999,502.962006,265.250000,108.519997,2227.050049
2014-06-19,368.359985,729.299988,825.750000,256.682007,557.299988,827.974976,461.825012,260.545013,507.638000,268.600006,107.650002,2276.050049
2014-06-20,373.269989,721.974976,821.950012,253.973007,555.500000,829.150024,465.399994,258.309998,502.263000,268.399994,108.540001,2292.399902
2014-06-23,376.589996,709.525024,821.450012,257.127014,567.450012,808.138000,447.524994,260.019989,500.638000,265.700012,110.050003,2268.850098
2014-06-24,385.000000,707.974976,829.000000,261.691010,571.750000,800.950012,439.549988,266.320007,498.638000,265.649994,111.720001,2309.050049
2014-06-25,382.540009,709.450012,824.099976,258.273010,578.599976,802.812012,441.875000,269.190002,504.549988,264.575012,108.410004,2310.550049
2014-06-26,385.519989,717.049988,812.400024,255.026993,565.549988,795.625000,432.850006,265.255005,511.799988,267.725006,107.059998,2307.649902
2014-06-27,381.839996,740.724976,816.200012,251.755005,571.799988,805.849976,433.000000,263.894989,531.424988,272.975006,106.580002,2399.550049
2014-06-30,383.769989,750.075012,821.549988,257.845001,571.700012,813.888000,441.774994,268.625000,538.000000,273.200012,108.209999,2425.399902
2014-07-01,384.010010,748.775024,823.299988,261.463989,575.450012,805.263000,442.174988,268.019989,527.224976,269.100006,111.250000,2206.149902
2014-07-02,385.369995,740.150024,839.900024,264.000000,584.099976,803.825012,446.575012,270.225006,525.174988,270.424988,113.779999,2144.399902
2014-07-03,385.140015,733.224976,836.799988,264.372986,573.250000,802.674988,445.600006,269.619995,528.362000,277.750000,112.580002,2228.5
2014-07-04,387.179993,740.174988,856.650024,265.972992,569.450012,811.487000,441.100006,269.809998,528.974976,273.375000,111.459999,2153.800049
2014-07-07,384.600006,754.250000,840.450012,263.881989,555.950012,836.362000,435.450012,268.470001,534.325012,278.799988,108.440002,2488.550049
2014-07-08,377.649994,739.075012,829.250000,256.582001,551.099976,835.536987,436.125000,257.519989,526.424988,274.875000,105.190002,2469.800049
2014-07-10,372.410004,736.200012,823.349976,252.544998,536.150024,823.174988,433.225006,254.570007,505.362000,272.375000,105.769997,2731.350098
2014-07-11,363.329987,750.700012,811.799988,246.654999,536.250000,831.661987,429.174988,242.524994,512.474976,276.424988,102.089996,2572.850098
2014-07-14,369.320007,724.474976,817.450012,244.408997,536.099976,806.312012,427.674988,241.104996,509.649994,269.399994,104.760002,2426.25
2014-07-15,379.779999,731.250000,826.799988,253.563995,539.950012,806.411987,435.774994,251.759995,515.687988,267.924988,106.540001,2399.300049
2014-07-16,392.760010,734.825012,835.750000,265.609009,540.349976,807.400024,442.524994,257.355011,519.362000,267.649994,108.430000,2401.850098
2014-07-17,390.839996,733.400024,831.799988,263.744995,536.900024,809.825012,457.450012,260.225006,525.112000,268.674988,109.529999,2381.949951
2014-07-18,399.160004,750.125000,832.450012,269.173004,542.349976,812.888000,467.924988,256.250000,530.450012,273.524994,110.720001,2441.199951
2014-07-21,404.670013,754.025024,827.450012,269.563995,559.750000,800.174988,470.600006,252.320007,527.286987,272.475006,111.639999,2463.75
2014-07-22,403.260010,764.450012,839.849976,269.682007,558.099976,808.424988,474.600006,252.419998,533.838013,279.375000,109.190002,2532.399902
2014-07-23,400.010010,771.500000,836.299988,273.817993,555.799988,837.362000,466.399994,254.035004,537.575012,285.450012,107.309998,2586.149902
2014-07-24,399.339996,791.250000,842.250000,273.890991,551.750000,845.562012,469.325012,255.710007,544.661987,288.424988,108.980003,2595.199951
2014-07-25,397.149994,791.174988,835.500000,268.299988,550.000000,838.049988,472.350006,250.054993,544.174988,275.524994,107.820000,2605.75
2014-07-28,395.350006,807.174988,829.549988,263.817993,551.450012,842.775024,470.600006,248.964996,547.763000,278.524994,107.330002,2589.300049
2014-07-30,401.700012,798.775024,838.799988,270.627014,563.599976,843.049988,487.125000,246.949997,540.349976,275.375000,108.379997,2595.050049
2014-07-31,391.649994,777.549988,834.000000,267.500000,559.500000,841.911987,476.850006,243.925003,537.650024,272.200012,108.220001,2580.050049
2014-08-01,387.000000,757.625000,815.450012,268.299988,548.599976,835.325012,462.649994,243.720001,531.812012,268.000000,107.260002,2232.649902
2014-08-05,392.950012,772.224976,820.200012,270.282013,555.049988,878.250000,468.975006,247.389999,546.924988,274.774994,108.940002,2162.050049
2014-08-07,381.100006,759.125000,811.500000,262.700012,550.450012,876.838013,469.924988,243.610001,552.687988,276.325012,106.440002,2449.449951
2014-08-08,371.000000,766.400024,796.150024,261.299988,537.200012,870.661987,465.799988,241.794998,547.161987,274.024994,104.260002,2478.699951
2014-08-12,381.850006,758.575012,807.200012,266.054993,545.000000,894.200012,482.350006,242.914993,541.400024,271.875000,109.089996,2512.800049
2014-08-13,373.899994,780.075012,812.400024,264.036011,539.549988,902.099976,478.549988,236.895004,536.974976,275.125000,109.040001,2500.050049
2014-08-14,377.799988,769.000000,826.700012,269.027008,548.250000,903.138000,476.674988,236.250000,537.674988,272.975006,108.169998,2499.75
2014-08-18,394.700012,761.525024,832.349976,278.308990,550.250000,889.950012,483.424988,242.119995,550.650024,273.825012,111.879997,2487.600098
2014-08-19,397.850006,769.375000,823.849976,280.527008,568.650024,886.950012,490.325012,244.225006,552.786987,273.700012,115.849998,2438.5
2014-08-20,394.200012,779.275024,820.549988,280.500000,568.400024,888.638000,500.000000,241.475006,555.424988,276.075012,116.529999,2436.199951
2014-08-21,398.649994,777.775024,832.500000,280.899994,568.099976,887.237000,509.299988,246.755005,559.062012,275.575012,114.989998,2432.449951
2014-08-22,402.799988,797.375000,846.750000,279.917999,569.950012,900.250000,515.375000,252.470001,576.612000,278.475006,116.779999,2464.199951
2014-08-25,398.750000,798.849976,843.450012,275.326996,567.250000,906.950012,522.325012,250.615005,578.411987,277.674988,115.269997,2522.050049
2014-08-26,397.600006,800.799988,842.500000,274.191010,562.400024,906.036987,527.049988,249.600006,588.338013,275.450012,113.540001,2533.800049
2014-08-27,398.750000,824.950012,836.599976,280.054993,577.400024,907.638000,520.000000,250.500000,582.400024,279.274994,114.720001,2549.949951
2014-08-28,397.250000,815.375000,843.549988,283.054993,585.450012,899.700012,518.775024,246.070007,590.750000,282.625000,114.410004,2522.350098
2014-09-01,405.399994,818.700012,841.200012,290.600006,606.900024,899.911987,523.974976,250.434998,592.963013,282.924988,119.279999,2241.949951
2014-09-04,416.399994,830.525024,851.849976,285.755005,609.700012,927.187988,529.400024,248.615005,617.125000,288.575012,123.830002,2140.399902
2014-09-05,415.950012,832.150024,848.450012,281.282013,613.200012,932.687988,539.224976,251.574997,617.062012,290.950012,122.330002,2159.899902
2014-09-09,418.700012,820.400024,865.599976,281.045013,633.650024,934.013000,536.650024,256.734985,609.750000,294.000000,125.160004,2631.25
2014-09-10,416.500000,817.500000,857.299988,285.472992,632.549988,916.825012,532.474976,254.994995,611.088013,290.825012,124.089996,2706.050049
2014-09-12,416.950012,810.500000,855.700012,284.436005,631.299988,917.474976,534.575012,263.040009,611.437988,287.500000,126.599998,2514.850098
2014-09-15,411.649994,804.849976,860.349976,282.427002,623.299988,910.325012,523.049988,262.325012,617.000000,284.125000,120.050003,2558.300049
2014-09-16,399.149994,802.775024,851.000000,277.408997,618.500000,912.812012,513.724976,256.309998,605.812012,279.725006,115.199997,2550.850098
2014-09-17,397.950012,813.275024,846.400024,278.135986,619.900024,935.263000,510.975006,256.234985,606.200012,283.674988,117.400002,2591.199951
2014-09-18,405.299988,818.450012,858.150024,284.545013,629.549988,924.250000,523.849976,262.040009,606.525024,290.899994,118.959999,2642.300049
2014-09-19,407.649994,836.775024,860.250000,285.855011,630.099976,925.513000,531.825012,256.799988,619.562012,294.200012,116.480003,2714.199951
2014-09-22,408.200012,849.674988,856.849976,287.063995,642.549988,912.650024,521.924988,260.154999,617.299988,290.750000,118.440002,2721.800049
2014-09-23,399.100006,862.224976,848.849976,279.726990,630.900024,901.775024,520.575012,255.619995,618.450012,291.350006,116.610001,2688.199951
2014-09-24,397.000000,854.700012,855.450012,275.709015,622.700012,911.200012,518.150024,248.634995,621.263000,296.375000,113.690002,2643
2014-09-25,377.850006,854.224976,849.950012,266.417999,611.549988,922.750000,514.250000,237.770004,625.487000,291.274994,108.779999,2708.600098
2014-09-26,389.549988,857.000000,871.650024,268.717987,624.500000,920.036987,512.174988,244.524994,618.312012,294.299988,114.709999,2684
2014-09-29,386.049988,853.000000,865.099976,265.182007,625.150024,937.263000,501.674988,244.970001,621.661987,296.424988,113.690002,2767.949951
2014-09-30,377.700012,857.375000,872.650024,260.644989,621.549988,936.937988,506.549988,244.570007,622.424988,298.399994,111.769997,2736.600098
2014-10-01,379.950012,870.075012,868.000000,259.790985,601.849976,961.825012,505.825012,242.335007,630.200012,307.875000,111.489998,2280.899902
2014-10-07,373.600006,864.599976,862.450012,259.936005,599.500000,957.825012,502.899994,236.639999,628.525024,309.250000,110.220001,2351.800049
2014-10-09,387.399994,847.750000,887.599976,270.618011,626.150024,911.700012,511.625000,247.955002,584.112000,293.625000,115.690002,2600.149902
2014-10-10,379.200012,868.750000,867.299988,265.264008,623.250000,972.161987,501.450012,245.119995,584.763000,292.350006,114.610001,2678.5
2014-10-13,386.899994,877.900024,876.799988,268.709015,634.950012,985.638000,504.250000,248.544998,592.000000,292.274994,117.089996,2716.550049
2014-10-14,397.100006,861.500000,868.349976,268.735992,649.750000,979.575012,506.575012,252.354996,593.025024,290.024994,117.459999,2699.199951
2014-10-15,397.100006,861.500000,868.349976,268.735992,649.750000,979.575012,506.575012,252.354996,593.025024,290.024994,117.459999,2699.199951
2014-10-16,393.649994,827.924988,858.849976,265.554993,645.349976,966.325012,495.799988,246.639999,576.338013,286.649994,117.720001,2678.100098
2014-10-17,401.600006,752.750000,885.250000,273.673004,660.849976,962.911987,500.024994,252.190002,568.250000,282.950012,119.660004,2441.149902
2014-10-20,417.850006,748.174988,893.799988,279.436005,667.250000,953.088013,501.924988,256.945007,574.013000,278.200012,122.769997,2423.300049
2014-10-21,423.049988,752.549988,895.549988,287.654999,678.150024,943.237000,506.875000,258.415009,582.674988,286.649994,124.730003,2433.399902
2014-10-22,424.450012,756.625000,893.650024,285.635986,683.950012,949.013000,531.500000,257.524994,583.687988,291.825012,124.239998,2451.850098
2014-10-27,426.799988,748.375000,897.250000,286.009003,696.799988,950.763000,542.500000,259.779999,581.599976,277.399994,128.789993,2457.149902
2014-10-28,424.200012,750.575012,895.299988,291.135986,697.950012,947.062012,541.400024,265.674988,592.812012,276.850006,128.259995,2478.600098
2014-10-29,425.549988,756.000000,891.549988,291.972992,692.349976,970.362000,539.974976,264.375000,599.237000,278.399994,127.660004,2506.050049
2014-10-30,430.200012,788.375000,896.650024,293.463989,710.250000,986.638000,547.000000,263.799988,619.888000,280.125000,132.520004,2558.199951
2014-10-31,439.399994,804.200012,911.849976,295.755005,720.099976,1012.809998,559.125000,270.279999,629.424988,281.850006,136.899994,2607.850098
2014-11-03,445.250000,785.400024,910.700012,299.217987,708.099976,1021.469971,555.224976,272.345001,645.088013,282.450012,135.669998,2151.649902
2014-11-07,469.049988,809.325012,899.450012,306.308990,728.400024,1041.650024,561.450012,274.250000,662.911987,276.725006,135.229996,2394.449951
2014-11-11,null,807.750000,907.900024,306.463989,720.400024,1031.300049,553.724976,274.035004,657.500000,278.649994,135.320007,2580.699951
2014-11-12,481.149994,800.250000,911.750000,310.536011,727.650024,1026.500000,563.174988,274.605011,655.112000,278.024994,140.130005,2492.149902
2014-11-13,null,819.750000,915.950012,307.726990,722.349976,1044.650024,555.875000,271.929993,661.250000,279.399994,138.690002,2588.449951
2014-11-14,476.899994,805.349976,930.099976,307.691010,730.549988,1047.910034,546.750000,278.785004,659.500000,281.950012,137.889999,2606.449951
2014-11-17,null,809.825012,918.950012,304.335999,725.650024,1054.609985,554.049988,294.059998,649.036987,282.075012,137.910004,2618.300049
2014-11-18,474.000000,800.349976,932.200012,305.673004,722.299988,1045.589966,542.525024,294.575012,649.112000,283.125000,138.710007,null
2014-11-19,null,815.575012,926.549988,305.981995,715.500000,1043.339966,538.775024,291.049988,656.812012,282.450012,136.210007,2573.75
2014-11-20,null,824.500000,918.200012,306.899994,707.200012,1056.400024,578.349976,297.100006,676.424988,285.950012,135.089996,2605.449951
2014-11-21,null,821.325012,932.849976,314.673004,714.299988,1036.540039,599.575012,null,669.088013,286.049988,140.600006,2622.149902
2014-11-24,null,836.625000,945.200012,322.417999,720.450012,1068.780029,599.875000,null,665.325012,289.674988,139.729996,2657.699951
2014-11-25,null,828.775024,953.549988,315.864014,706.799988,1075.800049,580.275024,304.450012,655.099976,290.774994,135.660004,2636
2014-11-26,null,816.575012,951.299988,310.981995,717.299988,1075.109985,580.224976,null,661.775024,289.899994,136.710007,2627.300049
2014-11-27,469.399994,832.174988,948.150024,313.308990,720.599976,1091.469971,578.799988,null,661.562012,291.000000,138.649994,2653.300049
2014-11-28,481.200012,831.174988,957.150024,318.981995,750.450012,1089.959961,601.250000,null,660.013000,292.899994,141.990005,2643
2014-12-02,493.000000,820.650024,943.299988,321.908997,762.349976,1063.300049,607.700012,318.700012,664.349976,295.475006,143.580002,2105.449951
2014-12-03,499.049988,827.299988,933.099976,326.200012,775.599976,1061.750000,610.349976,null,673.150024,296.924988,148.259995,2179.449951
2014-12-05,498.549988,798.400024,942.750000,327.091003,787.299988,1035.150024,620.200012,null,654.536987,289.424988,150.119995,2159.350098
2014-12-08,496.600006,779.750000,927.150024,321.635986,783.349976,985.075012,622.974976,null,653.200012,284.174988,147.149994,2471.75
2014-12-09,488.799988,780.349976,926.750000,318.545013,774.500000,982.400024,615.974976,null,653.036987,278.450012,143.360001,2607.600098
2014-12-11,490.500000,776.025024,933.599976,316.317993,777.549988,960.525024,623.099976,null,654.687988,273.149994,140.960007,2591.75
2014-12-12,483.399994,756.250000,931.500000,314.817993,778.650024,969.325012,623.650024,null,647.138000,271.575012,139.779999,2450.699951
2014-12-15,476.750000,742.650024,941.500000,313.864014,782.500000,962.400024,654.424988,null,623.937988,270.774994,141.710007,2358.649902
2014-12-16,472.000000,779.450012,925.750000,300.635986,763.750000,969.000000,641.750000,295.600006,633.638000,268.375000,138.190002,2443.050049
2014-12-17,474.850006,769.700012,921.849976,302.135986,759.900024,969.250000,622.325012,301.750000,623.937988,267.575012,137.279999,2444.100098
2014-12-18,487.950012,777.125000,934.049988,314.317993,773.500000,982.950012,626.025024,307.100006,637.349976,268.975006,143.949997,2460.699951
2014-12-19,490.250000,794.599976,941.450012,323.635986,770.599976,999.325012,618.150024,304.149994,644.849976,275.274994,145.690002,2510.550049
2014-12-22,498.299988,794.250000,963.700012,326.545013,777.950012,999.799988,628.974976,307.700012,648.612000,277.575012,148.250000,2513.399902
2014-12-23,493.799988,768.674988,959.750000,320.908997,786.400024,985.825012,622.250000,null,643.187988,276.200012,147.089996,2516.699951
2014-12-24,494.299988,769.849976,945.250000,321.000000,784.549988,965.275024,622.674988,null,629.400024,272.750000,149.009995,2479.899902
2014-12-26,494.450012,782.325012,948.650024,319.045013,784.450012,976.125000,626.525024,null,641.674988,273.700012,148.199997,2505
2014-12-29,494.100006,790.025024,951.700012,317.408997,783.700012,978.900024,621.775024,307.549988,647.437988,275.075012,148.490005,2522.899902
2014-12-30,498.799988,794.549988,956.450012,318.408997,792.099976,983.174988,623.325012,309.750000,652.911987,276.274994,153.520004,2530.050049
2014-12-31,502.399994,798.450012,951.599976,321.000000,802.450012,986.275024,631.950012,311.850006,648.388000,277.600006,154.410004,2558.25
2015-01-01,503.049988,803.400024,952.049988,320.273010,812.000000,987.200012,629.299988,314.000000,648.638000,276.200012,154.509995,2545.550049
2015-01-06,499.049988,768.049988,942.250000,316.045013,798.400024,977.099976,625.674988,299.899994,634.062012,272.625000,154.330002,2617.75
2015-01-07,498.649994,749.799988,945.000000,307.500000,791.950012,981.775024,635.750000,300.149994,631.099976,270.549988,151.470001,2593.100098
2015-01-09,494.950012,772.775024,975.650024,310.773010,802.000000,1037.219971,680.474976,303.200012,670.088013,276.750000,152.770004,2537.399902
2015-01-12,501.549988,787.775024,967.049988,315.045013,829.450012,1057.969971,685.500000,307.100006,688.500000,278.024994,155.570007,2361.899902
2015-01-13,504.500000,791.799988,963.349976,309.908997,825.500000,1044.449951,696.474976,305.100006,690.275024,281.750000,156.350006,2497.899902
2015-01-14,499.600006,789.400024,963.900024,306.273010,816.650024,1064.319946,695.599976,304.700012,697.888000,275.975006,157.339996,2521.949951
2015-01-15,514.049988,796.625000,993.150024,320.773010,830.349976,1067.119995,700.200012,320.299988,695.450012,279.750000,162.639999,2539.100098
2015-01-16,514.799988,819.500000,1001.349976,321.682007,831.849976,1059.150024,697.674988,315.450012,704.237000,277.524994,160.529999,2532.149902
2015-01-19,528.950012,822.325012,1004.549988,328.000000,829.150024,1051.250000,694.724976,313.149994,700.062012,292.100006,164.990005,2511
2015-01-20,551.400024,836.075012,1020.950012,334.317993,840.450012,1062.099976,697.849976,318.149994,700.450012,295.200012,171.669998,2500.449951
2015-01-21,547.250000,843.625000,1019.950012,334.954987,842.549988,1084.949951,694.075012,326.200012,699.125000,294.350006,171.039993,2513.800049
2015-01-22,564.750000,832.849976,1021.250000,336.182007,846.250000,1098.219971,693.825012,324.649994,689.525024,297.274994,170.399994,2513.550049
2015-01-23,565.150024,823.325012,1042.800049,337.000000,857.349976,1107.530029,692.650024,327.450012,695.187988,300.899994,175.240005,2503.600098
2015-01-27,592.099976,808.174988,1074.050049,348.635986,863.250000,1068.250000,694.174988,330.049988,704.161987,299.274994,176.570007,2502.050049
2015-01-28,590.599976,829.700012,1058.349976,349.135986,868.750000,1072.280029,675.575012,334.600006,718.338013,303.625000,176.759995,2539.600098
2015-01-29,599.500000,824.474976,1095.000000,345.726990,876.049988,1072.750000,665.700012,327.000000,726.099976,301.350006,174.850006,2544.649902
2015-01-30,588.099976,895.875000,1077.349976,327.908997,870.200012,1070.949951,661.099976,308.950012,717.125000,303.274994,172.490005,2482.050049
2015-02-02,617.299988,945.500000,1081.599976,319.864014,874.549988,1068.430054,676.174988,307.500000,723.763000,312.549988,166.440002,2514.199951
2015-02-03,586.599976,950.125000,1064.099976,315.091003,861.349976,1060.449951,653.150024,300.299988,729.786987,310.774994,161.429993,2669.399902
2015-02-06,563.150024,977.349976,1053.500000,299.408997,845.299988,1115.250000,633.450012,290.299988,715.088013,321.625000,162.160004,2599.899902
2015-02-09,553.599976,997.150024,1040.099976,290.954987,825.150024,1124.449951,633.125000,279.500000,705.112000,323.899994,159.309998,2591.800049
2015-02-11,569.250000,977.849976,1058.400024,304.273010,855.500000,1142.430054,649.349976,285.950012,710.437988,319.200012,165.309998,2517.350098
2015-02-12,578.750000,992.200012,1076.000000,308.317993,869.950012,1155.599976,648.299988,284.299988,727.325012,323.399994,167.820007,2365.199951
2015-02-13,581.099976,996.474976,1065.800049,312.591003,875.349976,1148.050049,654.750000,306.950012,721.638000,330.350006,167.009995,2538.75
2015-02-16,570.299988,992.424988,1067.550049,307.317993,862.900024,1139.380005,646.224976,306.700012,724.888000,330.750000,163.130005,2584.800049
2015-02-18,569.500000,1016.580017,1074.800049,311.273010,864.849976,1148.250000,653.900024,305.700012,723.062012,334.500000,163.929993,2635.649902
2015-02-19,565.250000,1024.069946,1079.800049,307.773010,857.500000,1162.349976,653.625000,302.350006,707.536987,329.750000,162.669998,2681.050049
2015-02-20,561.500000,1000.380005,1073.050049,300.864014,876.799988,1141.550049,649.125000,302.299988,702.549988,325.000000,165.009995,2675.550049
2015-02-23,549.049988,985.500000,1067.500000,299.091003,867.549988,1132.800049,658.424988,296.549988,694.687988,324.875000,162.199997,2696.649902
2015-02-24,551.799988,988.025024,1067.650024,296.408997,864.150024,1136.400024,675.150024,296.250000,697.825012,326.500000,160.070007,2704.75
2015-02-25,553.000000,991.599976,1052.449951,293.182007,858.549988,1158.800049,671.275024,295.549988,690.638000,331.899994,158.970001,2672.199951
2015-02-26,552.299988,987.724976,1038.150024,292.091003,845.299988,1129.050049,666.674988,289.399994,687.025024,328.950012,156.720001,2656.449951
2015-02-27,567.150024,1011.000000,1054.000000,304.773010,864.500000,1132.880005,668.875000,299.899994,708.937988,327.149994,164.160004,2662.350098
2015-02-28,null,null,null,null,null,null,null,null,null,null,null,null
2015-03-02,647.549988,1012.419983,1082.550049,317.317993,944.500000,1145.849976,702.349976,302.000000,715.013000,332.250000,176.500000,2558.25
2015-03-03,631.400024,1015.599976,1083.349976,316.954987,938.599976,1148.930054,704.349976,302.600006,727.125000,336.225006,175.729996,2776
2015-03-09,591.599976,1032.849976,1059.000000,302.545013,895.200012,1095.030029,682.299988,290.649994,702.838013,330.049988,164.830002,2605.600098
2015-03-11,583.849976,1029.530029,1056.449951,302.408997,890.200012,1091.099976,687.950012,285.149994,730.411987,327.375000,164.580002,2543.449951
2015-03-12,584.099976,1026.349976,1054.599976,307.454987,891.799988,1109.150024,685.000000,286.850006,714.250000,327.649994,164.639999,2350.75
2015-03-13,570.000000,1006.299988,1042.650024,300.182007,875.200012,1110.199951,670.625000,280.750000,704.599976,319.625000,160.669998,2582.350098
2015-03-16,568.599976,1028.500000,1051.550049,301.317993,877.250000,1133.319946,657.474976,281.649994,706.987000,323.125000,162.770004,2562.300049
2015-03-17,580.099976,1019.549988,1058.050049,304.408997,903.150024,1120.250000,669.825012,283.100006,715.724976,321.700012,166.639999,2583.699951
2015-03-18,581.250000,1003.280029,1063.550049,304.364014,903.200012,1114.750000,671.450012,287.299988,700.125000,315.700012,171.139999,2559.350098
2015-03-19,563.549988,979.650024,1052.199951,300.182007,881.150024,1115.219971,662.849976,281.600006,687.150024,317.524994,166.800003,2596.25
2015-03-20,556.250000,979.900024,1055.900024,289.635986,886.349976,1128.719971,669.849976,278.250000,678.299988,326.325012,166.410004,2610.949951
2015-03-23,555.200012,968.400024,1047.750000,285.273010,888.349976,1116.719971,667.924988,274.750000,656.799988,322.549988,165.839996,2617.149902
